Member id,No of Calls,Gender (F=1/M=0),income
21232,0,1,46280
21239,0,0,116271
21249,0,0,315316
21255,0,1,394986
21256,0,1,267035
21259,0,1,369640
21262,0,0,62071
21264,0,0,409011
21267,0,1,499269
21270,0,1,197532
21273,0,0,63702
21279,0,0,134922
21283,0,0,40260
21285,0,0,279885
21293,0,1,113793
21303,0,0,371260
21305,0,0,51907
21313,0,0,402490
21314,0,1,108685
21317,0,0,466914
21321,0,1,301354
21324,0,1,493961
21325,0,0,448705
21331,0,0,23080
21332,0,0,16387
21335,0,0,192591
21336,0,1,488046
21337,0,0,22334
21342,0,0,62323
21346,0,1,130557
21349,0,0,216620
21356,0,0,279320
21362,0,1,347647
21364,0,1,35439
21367,0,0,124931
21371,0,1,28838
21373,0,0,21190
21377,0,1,172502
21379,0,0,183397
21381,0,0,445793
21382,0,1,30488
21385,0,1,24834
21400,0,0,240215
21401,0,0,291757
21411,0,0,176598
21414,0,1,190982
21416,0,0,23462
21417,0,1,118524
21421,0,0,123627
21423,0,0,88106
21429,0,0,338011
21430,0,1,427497
21433,0,0,146639
21434,0,0,467668
21436,0,1,297571
21437,0,1,461130
21438,0,1,412927
21441,0,1,129875
21448,0,1,137262
21454,0,1,468028
21456,0,1,417298
21457,0,1,345929
21458,0,1,214366
21466,0,1,489701
21473,0,1,262422
21481,0,0,349615
21482,0,0,234876
21488,0,1,253003
21492,0,1,201394
21493,0,0,19605
21495,0,0,321912
21499,0,1,303431
21506,0,1,453393
21509,0,1,426982
21516,0,1,77293
21525,0,1,383195
21526,0,1,234032
21528,0,0,317785
21529,0,1,408476
21531,0,1,455272
21534,0,1,158179
21544,0,0,307028
21547,0,0,456425
21550,0,1,20536
21553,0,1,85786
21559,0,1,189816
21560,0,0,109977
21565,0,1,237081
21566,0,1,330923
21571,0,0,49000
21577,0,1,146154
21583,0,1,358429
21584,0,1,238709
21585,0,0,159383
21590,0,1,54619
21593,0,0,130870
21594,0,0,455389
21595,0,0,70291
21601,0,1,170486
21603,0,1,50583
21609,0,1,426778
21611,0,0,251104
21617,0,1,346652
21618,0,1,380380
21621,0,0,243298
21627,0,0,61061
21628,0,0,90315
21630,0,0,166093
21631,0,1,315228
21635,0,0,109167
21636,0,1,201795
21644,0,1,429200
21645,0,0,96490
21646,0,0,472845
21653,0,0,350546
21654,0,1,467757
21671,0,0,87151
21677,0,1,65108
21678,0,0,224597
21687,0,0,218848
21691,0,1,447135
21693,0,0,117256
21694,0,1,245740
21695,0,0,112870
21702,0,0,293605
21707,0,0,398780
21708,0,0,212492
21712,0,1,141281
21723,0,0,494320
21728,0,1,450842
21732,0,0,271361
21734,0,0,368672
21737,0,1,266805
21739,0,1,148007
21744,0,0,398468
21746,0,1,401281
21755,0,1,133339
21757,0,0,329800
21768,0,0,10953
21770,0,1,85409
21776,0,1,413652
21784,0,1,126236
21786,0,0,84803
21790,0,1,316382
21792,0,0,48062
21799,0,1,443004
21802,0,1,386359
21805,0,1,358866
21808,0,1,232965
21812,0,0,46198
21814,0,0,83969
21816,0,1,428687
21821,0,0,271725
21822,0,1,433430
21823,0,1,434517
21824,0,1,467267
21834,0,1,94596
21841,0,0,309386
21845,0,0,319059
21846,0,1,144932
21854,0,0,359961
21856,0,0,251156
21857,0,1,81636
21860,0,0,406546
21863,0,0,21392
21869,0,1,125824
21870,0,1,248027
21877,0,1,145805
21880,0,1,79874
21885,0,1,41915
21889,0,1,482503
21890,0,1,56834
21893,0,1,138183
21895,0,0,193930
21900,0,1,199838
21903,0,1,259179
21904,0,1,438745
21906,0,0,135398
21907,0,1,181202
21911,0,0,431316
21912,0,1,100891
21915,0,1,382231
21916,0,1,497937
21918,0,1,58825
21919,0,0,46785
21925,0,0,109170
21927,0,1,437002
21928,0,0,170391
21931,0,1,314437
21933,0,0,151489
21935,0,0,155501
21937,0,1,488464
21940,0,0,126664
21947,0,0,48514
21948,0,0,354522
21949,0,1,242306
21958,0,0,171523
21965,0,0,426603
21968,0,1,401950
21974,0,1,254843
21981,0,1,196753
21982,0,1,205874
21995,0,1,45204
22000,0,0,339371
22001,0,0,190660
22002,0,1,113072
22004,0,1,111731
22006,0,0,299467
22007,0,1,186013
22009,0,0,57653
22010,0,1,401756
22011,0,1,448854
22015,0,1,245066
22017,0,0,342814
22018,0,1,214367
22024,0,1,342886
22032,0,1,297492
22034,0,0,66329
22037,0,1,475124
22039,0,1,453310
22042,0,0,288892
22047,0,0,407242
22050,0,0,205239
22053,0,1,489643
22058,0,0,439160
22059,0,1,480631
22063,0,1,125276
22064,0,0,472628
22068,0,1,83781
22069,0,1,371416
22072,0,0,23530
22077,0,1,99052
22081,0,0,276697
22083,0,1,277932
22087,0,0,434907
22088,0,1,363780
22096,0,1,447903
22098,0,1,208359
22105,0,1,367123
22107,0,0,301849
22108,0,1,256274
22109,0,0,106314
22110,0,0,208917
22112,0,1,146278
22115,0,0,205862
22121,0,0,151583
22123,0,0,186819
22125,0,0,170989
22126,0,0,180738
22128,0,1,235813
22134,0,1,345455
22135,0,1,35525
22136,0,1,81104
22137,0,1,54867
22138,0,1,270678
22139,0,1,423215
22143,0,0,38849
22145,0,1,256491
22148,0,1,147205
22149,0,1,364564
22151,0,0,184333
22153,0,1,40590
22156,0,0,389311
22165,0,1,453245
22167,0,0,281804
22168,0,1,402034
22171,0,1,190383
22174,0,1,121980
22175,0,1,351872
22179,0,0,460813
22183,0,1,133661
22189,0,1,71213
22195,0,1,264121
22209,0,1,297481
22213,0,1,143174
22214,0,1,437299
22218,0,1,214498
22220,0,1,308484
22225,0,1,226075
22226,0,1,291225
22227,0,1,17692
22230,0,0,427024
22232,0,1,87797
22236,0,0,477524
22237,0,1,490745
22243,0,1,182563
22250,0,0,337540
22256,0,1,359661
22259,0,0,422313
22260,0,1,404889
22267,0,1,495983
22272,0,1,380933
22273,0,0,146358
22274,0,0,470211
22279,0,1,342051
22284,0,1,199903
22290,0,1,488631
22295,0,0,461396
22307,0,0,426503
22311,0,0,242465
22312,0,1,49340
22315,0,0,496358
22317,0,0,50724
22319,0,1,48712
22320,0,1,454998
22326,0,1,461934
22327,0,0,236911
22329,0,1,468628
22335,0,0,35412
22342,0,1,368208
22348,0,1,20609
22349,0,0,351709
22352,0,1,325890
22353,0,0,444433
22356,0,1,67584
22357,0,1,134346
22359,0,1,233123
22361,0,0,225914
22364,0,1,51145
22369,0,0,158130
22374,0,1,261180
22376,0,0,40773
22378,0,0,163824
22381,0,1,320373
22384,0,0,61329
22386,0,0,323316
22389,0,1,286564
22390,0,0,450298
22393,0,0,278945
22395,0,0,498198
22402,0,1,91748
22408,0,0,491361
22423,0,1,384196
22424,0,0,267267
22429,0,1,97345
22432,0,1,345096
22433,0,0,51218
22434,0,1,37481
22436,0,0,460477
22441,0,0,48648
22442,0,1,379782
22443,0,0,148968
22453,0,0,146348
22456,0,0,458895
22461,0,0,432242
22463,0,0,79627
22465,0,0,439316
22473,0,0,43842
22474,0,0,295890
22476,0,0,296654
22477,0,1,398796
22478,0,0,136953
22484,0,0,465759
22485,0,1,157274
22486,0,0,198929
22489,0,1,393185
22494,0,1,216004
22496,0,1,41416
22501,0,0,19797
22506,0,1,375583
22508,0,0,172973
22513,0,1,61931
22515,0,0,473225
22516,0,1,337795
22518,0,1,193259
22520,0,0,75228
22521,0,1,158284
22523,0,0,143449
22534,0,1,246086
22536,0,1,231146
22539,0,0,450040
22540,0,1,55251
22545,0,1,27652
22546,0,1,214256
22549,0,0,192645
22556,0,0,438665
22558,0,0,241666
22560,0,1,187402
22562,0,1,315378
22566,0,1,20955
22575,0,1,184697
22589,0,0,279731
22593,0,0,403310
22595,0,1,10187
22602,0,0,123837
22607,0,1,427228
22612,0,1,28730
22615,0,1,463596
22617,0,1,239890
22619,0,1,448397
22624,0,1,232774
22626,0,0,328743
22632,0,0,212496
22634,0,1,69962
22635,0,1,186381
22636,0,1,435933
22638,0,0,493240
22641,0,1,157667
22643,0,1,467842
22650,0,0,215436
22651,0,0,95302
22652,0,0,285098
22656,0,1,205210
22658,0,1,437879
22660,0,1,262913
22665,0,1,282370
22669,0,0,283916
22672,0,0,154158
22675,0,0,402432
22681,0,1,158886
22682,0,1,118831
22683,0,1,35968
22684,0,1,68219
22685,0,0,440486
22690,0,1,461536
22692,0,1,410091
22694,0,1,143612
22697,0,1,45583
22699,0,0,182919
22700,0,0,398343
22701,0,0,29811
22702,0,0,86645
22705,0,0,187531
22707,0,0,254284
22710,0,1,37978
22711,0,1,268739
22712,0,1,493267
22716,0,1,445854
22728,0,0,220582
22729,0,0,32670
22732,0,1,136945
22736,0,0,494905
22740,0,1,408229
22749,0,1,53396
22754,0,1,350888
22759,0,1,424228
22760,0,0,117999
22766,0,0,416204
22768,0,1,171455
22769,0,1,453908
22772,0,0,269925
22773,0,0,34020
22775,0,0,232471
22779,0,1,313795
22782,0,0,396662
22785,0,1,175840
22786,0,1,291975
22790,0,1,426386
22794,0,1,14816
22795,0,1,104997
22798,0,0,339885
22800,0,0,323303
22801,0,1,27250
22805,0,0,478453
22811,0,0,163138
22814,0,0,209033
22817,0,1,296904
22828,0,1,116750
22832,0,1,287515
22837,0,0,283264
22841,0,0,440117
22842,0,0,406351
22852,0,0,488738
22859,0,0,397444
22860,0,0,305050
22869,0,0,462457
22872,0,1,464498
22874,0,1,127897
22876,0,1,57448
22882,0,0,462580
22886,0,0,252913
22887,0,1,56355
22889,0,0,413146
22897,0,0,259409
22902,0,0,428176
22904,0,1,38699
22907,0,0,179338
22916,0,0,460331
22918,0,1,316818
22925,0,0,299091
22927,0,0,269183
22928,0,0,431754
22934,0,0,431863
22937,0,0,391590
22938,0,0,271980
22940,0,1,190703
22942,0,1,198730
22947,0,1,392497
22948,0,1,457980
22949,0,1,63799
22950,0,1,397494
22955,0,1,53782
22956,0,0,139120
22961,0,1,389785
22971,0,0,230160
22973,0,0,142295
22977,0,1,173656
22983,0,0,108401
22994,0,0,177492
22996,0,0,269677
22998,0,1,83923
23003,0,0,195328
23004,0,1,97805
23006,0,0,149677
23007,0,0,476101
23009,0,0,206628
23010,0,0,34071
23015,0,1,406877
23019,0,1,445758
23020,0,0,124279
23022,0,1,13979
23025,0,1,424191
23026,0,0,486315
23034,0,0,326053
23037,0,0,390380
23043,0,0,93058
23045,0,1,50511
23048,0,1,80133
23055,0,0,78002
23056,0,0,414501
23059,0,1,184392
23060,0,0,269452
23062,0,0,130535
23064,0,0,316581
23074,0,0,349969
23075,0,0,368613
23077,0,0,283282
23080,0,0,343931
23085,0,1,279038
23090,0,0,241048
23091,0,1,360183
23093,0,0,243784
23096,0,0,130343
23099,0,0,304591
23102,0,1,137489
23104,0,1,274654
23106,0,1,27156
23109,0,0,390573
23110,0,0,367325
23111,0,0,72308
23116,0,1,401060
23117,0,1,351051
23123,0,1,57348
23128,0,0,298056
23135,0,1,446019
23138,0,0,177634
23143,0,0,358436
23150,0,0,63934
23159,0,1,273570
23162,0,0,173228
23167,0,1,42209
23169,0,0,479656
23171,0,1,356233
23174,0,1,120627
23178,0,0,328788
23182,0,1,93675
23184,0,0,396734
23187,0,1,241781
23189,0,1,93539
23199,0,0,398237
23201,0,0,69126
23203,0,0,487916
23204,0,0,46265
23206,0,0,322672
23210,0,0,463011
23211,0,1,474596
23219,0,0,150812
23220,0,0,372698
23221,0,0,118059
23223,0,0,176380
23227,0,1,160763
23231,0,0,228861
23234,0,1,475467
23235,0,0,22187
23236,0,1,91019
23238,0,1,141422
23241,0,0,91120
23242,0,0,80626
23246,0,1,405057
23259,0,1,378061
23260,0,1,223399
23262,0,1,153048
23266,0,0,334478
23268,0,0,283869
23276,0,1,253712
23277,0,0,100935
23279,0,0,396084
23282,0,0,498461
23290,0,1,415112
23296,0,0,475224
23298,0,1,286621
23302,0,0,379736
23303,0,0,45077
23306,0,1,44106
23309,0,0,378140
23310,0,0,178052
23314,0,1,230346
23315,0,1,401655
23316,0,1,23578
23321,0,1,221818
23322,0,1,112925
23324,0,0,188006
23325,0,0,71992
23326,0,1,98391
23327,0,0,183828
23328,0,1,192359
23329,0,0,477058
23331,0,0,329066
23334,0,1,205360
23336,0,0,125724
23338,0,1,217333
23342,0,1,418848
23348,0,1,342138
23349,0,1,335865
23354,0,0,175471
23355,0,1,240670
23357,0,1,135129
23365,0,1,475665
23366,0,0,341396
23367,0,0,56329
23370,0,1,464860
23374,0,1,17470
23375,0,1,18052
23380,0,1,110070
23381,0,0,329366
23385,0,0,318635
23387,0,0,27002
23391,0,0,272351
23392,0,1,88823
23394,0,0,218142
23398,0,0,110804
23402,0,0,368771
23403,0,0,327306
23404,0,1,179044
23409,0,1,28752
23410,0,0,427043
23417,0,0,41102
23420,0,1,120296
23422,0,0,321253
23423,0,0,206488
23424,0,1,12100
23430,0,1,42185
23432,0,0,367272
23435,0,1,38533
23436,0,0,103599
23437,0,1,367498
23442,0,1,457293
23445,0,0,356441
23451,0,0,57240
23455,0,0,301886
23467,0,1,260578
23469,0,0,496960
23471,0,0,43527
23474,0,1,445908
23475,0,0,157852
23476,0,0,50187
23479,0,0,361036
23488,0,1,238586
23503,0,1,29759
23506,0,0,333767
23510,0,1,338247
23524,0,0,318514
23525,0,1,31131
23531,0,1,232254
23534,0,0,260862
23535,0,1,381041
23540,0,0,290726
23541,0,1,133829
23545,0,1,430776
23550,0,0,484616
23552,0,1,167894
23553,0,0,379521
23558,0,0,379508
23560,0,0,389202
23564,0,0,109316
23574,0,0,134979
23577,0,0,21212
23581,0,1,314721
23586,0,0,127327
23587,0,0,234491
23591,0,0,446623
23592,0,1,296672
23596,0,1,277137
23601,0,1,261853
23611,0,0,47556
23617,0,1,180806
23622,0,0,368072
23625,0,1,42131
23630,0,1,17486
23643,0,0,341485
23646,0,1,201928
23647,0,1,383631
23657,0,0,193752
23659,0,1,180373
23662,0,0,228686
23669,0,1,49352
23673,0,1,497464
23674,0,1,358884
23676,0,1,344272
23680,0,1,478187
23684,0,1,235857
23688,0,0,159793
23692,0,0,12331
23693,0,0,254145
23698,0,0,241616
23702,0,0,74880
23706,0,1,396321
23710,0,1,318731
23716,0,0,331787
23717,0,1,449131
23734,0,0,282198
23737,0,1,320226
23742,0,0,442031
23744,0,0,190050
23751,0,0,406979
23758,0,1,124680
23765,0,1,30195
23774,0,0,463815
23775,0,1,490995
23777,0,1,498920
23786,0,0,492648
23788,0,1,357203
23798,0,1,385429
23802,0,0,184892
23808,0,1,376822
23809,0,0,445323
23811,0,0,239864
23821,0,1,270784
23822,0,0,293317
23823,0,1,336454
23826,0,1,131585
23831,0,1,89524
23834,0,1,115578
23835,0,1,15046
23836,0,1,108506
23837,0,1,229010
23839,0,1,191632
23845,0,0,494483
23846,0,1,346220
23851,0,0,49773
23854,0,0,24987
23855,0,0,74909
23856,0,0,158470
23858,0,0,235178
23860,0,0,383147
23864,0,0,298405
23872,0,1,261951
23874,0,1,368156
23875,0,1,152150
23876,0,0,182529
23879,0,0,209627
23880,0,1,273971
23891,0,1,466641
23904,0,1,189436
23905,0,1,183479
23906,0,1,93862
23909,0,1,28214
23912,0,1,235042
23917,0,0,262943
23919,0,0,391260
23920,0,0,441719
23926,0,0,418999
23931,0,1,50331
23933,0,0,448697
23935,0,0,170453
23939,0,1,278671
23940,0,1,151520
23942,0,1,179648
23947,0,1,127384
23948,0,1,459284
23951,0,1,141938
23952,0,0,60622
23953,0,0,273525
23959,0,0,70232
23960,0,0,295419
23961,0,1,156369
23962,0,1,255016
23972,0,0,400602
23980,0,0,229428
23983,0,0,280857
23985,0,0,495600
23986,0,0,120069
23990,0,1,210730
23992,0,0,157899
23993,0,0,200514
23996,0,1,306115
23997,0,1,307744
23999,0,1,208790
24000,0,1,105139
24003,0,1,300774
24004,0,1,289413
24006,0,0,121645
24018,0,1,457990
24019,0,0,464824
24035,0,0,29056
24039,0,1,148141
24040,0,0,285472
24041,0,0,316942
24047,0,1,383790
24052,0,0,226744
24053,0,0,132313
24056,0,1,419722
24072,0,0,30161
24073,0,1,422316
24076,0,0,111580
24081,0,1,226590
24093,0,0,411436
24096,0,0,153718
24115,0,0,290816
24118,0,1,320820
24119,0,0,271651
24120,0,0,152047
24125,0,1,152679
24131,0,1,375816
24133,0,0,243742
24136,0,0,417238
24137,0,1,314018
24142,0,1,354185
24148,0,0,152864
24150,0,0,392001
24156,0,0,162763
24159,0,1,274009
24163,0,0,86991
24164,0,1,433444
24175,0,1,342309
24177,0,0,16996
24179,0,0,99941
24183,0,0,66268
24189,0,0,371619
24196,0,1,242152
24200,0,1,316726
24202,0,0,201936
24203,0,0,119624
24207,0,0,88263
24221,0,0,101330
24223,0,1,426833
24226,0,0,284744
24235,0,0,438108
24239,0,1,102273
24257,0,0,358990
24259,0,1,89759
24264,0,1,378769
24265,0,0,473243
24269,0,1,316872
24271,0,0,274156
24278,0,1,457323
24283,0,1,326498
24288,0,1,45273
24289,0,1,296114
24291,0,1,280974
24305,0,1,425985
24307,0,0,388857
24308,0,0,355634
24310,0,0,154534
24313,0,1,489279
24315,0,1,104638
24318,0,0,192072
24322,0,1,490528
24328,0,0,316876
24329,0,0,49126
24330,0,1,282584
24331,0,0,213664
24333,0,1,434769
24338,0,0,464153
24340,0,1,104244
24348,0,1,192096
24349,0,0,121070
24351,0,1,74351
24353,0,1,456816
24360,0,1,236427
24361,0,0,298957
24363,0,1,257117
24365,0,0,206275
24367,0,0,299296
24370,0,1,185278
24374,0,0,436289
24375,0,1,432209
24379,0,0,249938
24380,0,0,383560
24381,0,1,152767
24386,0,1,431129
24387,0,1,174720
24391,0,0,456402
24398,0,0,489501
24399,0,1,64784
24403,0,0,380273
24405,0,1,250498
24408,0,1,493435
24410,0,1,353017
24413,0,0,362988
24414,0,0,318582
24415,0,0,82629
24416,0,0,385944
24420,0,0,144744
24424,0,0,277416
24425,0,1,290291
24427,0,0,336928
24428,0,1,177660
24429,0,1,225624
24432,0,0,225752
24433,0,0,449319
24434,0,0,361191
24435,0,1,49427
24439,0,1,74530
24441,0,0,348513
24442,0,1,414057
24443,0,0,347361
24444,0,0,37621
24449,0,0,70033
24450,0,0,229742
24453,0,0,61432
24454,0,0,336723
24457,0,1,211438
24458,0,1,439973
24459,0,1,397060
24461,0,1,173059
24462,0,0,448665
24464,0,1,68914
24465,0,0,410952
24468,0,0,273957
24476,0,0,86476
24481,0,1,206095
24482,0,1,397325
24483,0,0,120656
24486,0,0,377512
24489,0,0,254308
24497,0,1,449359
24500,0,0,494832
24509,0,0,24845
24510,0,1,49196
24511,0,1,10659
24512,0,1,11412
24513,0,0,477229
24517,0,1,190500
24519,0,1,141453
24520,0,0,477681
24521,0,1,275789
24537,0,0,237928
24540,0,0,445510
24547,0,1,451438
24553,0,1,216127
24554,0,0,310074
24557,0,1,422509
24558,0,1,10921
24559,0,1,241026
24560,0,0,333177
24564,0,0,451197
24565,0,1,302869
24571,0,0,176942
24575,0,0,141866
24576,0,1,228724
24578,0,1,316948
24585,0,0,398370
24595,0,1,433556
24596,0,1,486494
24597,0,0,459952
24598,0,0,452892
24601,0,1,348015
24603,0,1,459487
24605,0,0,492463
24607,0,1,190735
24612,0,1,92215
24632,0,0,102730
24634,0,1,177797
24638,0,1,227651
24643,0,0,427913
24644,0,1,361277
24645,0,1,145792
24651,0,0,293357
24654,0,1,482289
24656,0,0,469265
24657,0,0,58897
24658,0,1,251142
24665,0,1,130859
24667,0,1,223583
24669,0,1,52884
24674,0,0,157317
24676,0,0,446066
24678,0,0,122524
24679,0,1,86407
24682,0,0,159624
24683,0,1,37558
24684,0,0,73252
24693,0,0,308785
24694,0,1,363721
24697,0,0,260679
24700,0,1,225975
24703,0,1,236643
24708,0,0,306695
24712,0,1,19960
24713,0,1,282295
24714,0,0,397153
24718,0,1,205235
24724,0,1,144373
24725,0,0,412825
24728,0,1,389732
24736,0,1,10470
24738,0,0,343696
24739,0,1,249907
24740,0,0,464756
24741,0,0,73131
24748,0,0,50567
24749,0,1,464981
24750,0,1,399173
24755,0,0,433896
24760,0,1,394887
24774,0,1,70230
24775,0,0,166096
24776,0,0,330089
24777,0,0,484159
24779,0,1,164192
24786,0,0,143579
24793,0,1,244903
24804,0,0,362880
24805,0,0,365851
24808,0,0,217882
24809,0,0,163656
24810,0,0,267210
24811,0,1,252340
24812,0,1,197618
24814,0,1,211611
24818,0,0,337164
24819,0,0,117088
24829,0,0,49404
24840,0,1,196421
24842,0,1,401917
24844,0,0,313835
24848,0,1,214029
24849,0,1,197169
24853,0,1,312454
24854,0,0,241186
24857,0,0,357639
24858,0,1,300129
24859,0,0,63948
24864,0,1,192494
24870,0,0,435631
24873,0,1,490737
24876,0,0,75042
24894,0,1,300479
24898,0,0,362929
24909,0,0,286476
24911,0,0,69504
24917,0,0,101235
24928,0,0,103065
24932,0,0,385959
24934,0,0,360628
24939,0,1,10130
24944,0,1,372010
24947,0,1,378094
24949,0,0,340179
24955,0,1,356536
24957,0,0,97565
24962,0,1,112222
24964,0,0,334128
24968,0,0,34292
24978,0,0,493196
24982,0,1,192618
24988,0,0,344625
24989,0,1,174518
24992,0,0,338413
24994,0,0,342316
25000,0,1,157634
25002,0,1,312447
25003,0,1,400190
25008,0,1,110592
25011,0,1,73775
25016,0,1,437442
25024,0,0,228475
25028,0,1,163258
25029,0,1,133085
25035,0,1,52551
25038,0,0,95666
25041,0,0,476672
25042,0,1,22690
25051,0,1,346029
25052,0,1,253098
25059,0,0,337718
25065,0,0,178057
25069,0,1,181592
25074,0,1,291034
25077,0,1,306404
25082,0,1,148804
25084,0,0,248952
25090,0,0,58554
25091,0,0,384243
25092,0,1,94104
25094,0,0,386461
25095,0,1,207860
25098,0,0,28643
25099,0,1,13572
25106,0,0,405903
25112,0,0,10184
25117,0,0,65894
25120,0,0,471362
25121,0,0,180482
25122,0,0,246337
25131,0,0,386358
25133,0,1,206635
25135,0,0,149470
25136,0,1,265733
25138,0,0,113149
25139,0,1,289455
25142,0,0,492561
25145,0,1,66105
25146,0,0,180402
25149,0,1,39939
25150,0,0,493227
25153,0,0,310481
25160,0,0,122732
25165,0,1,31158
25170,0,0,56569
25172,0,0,330244
25173,0,1,237155
25178,0,0,188414
25187,0,1,247628
25191,0,1,216990
25197,0,1,277018
25200,0,1,428413
25202,0,1,334660
25206,0,1,119285
25207,0,1,46069
25208,0,1,446758
25209,0,1,323776
25213,0,0,252392
25215,0,0,462392
25217,0,0,321636
25226,0,0,18713
25232,0,1,196641
25233,0,1,436429
25234,0,1,464276
25236,0,1,194833
25237,0,0,47019
25238,0,1,302863
25243,0,0,247743
25249,0,1,435007
25252,0,1,310058
25253,0,1,253809
25255,0,0,124320
25262,0,1,56879
25263,0,0,416960
25265,0,1,473972
25267,0,1,112187
25268,0,0,167665
25272,0,0,405830
25275,0,1,328775
25280,0,0,117522
25287,0,1,38659
25289,0,0,475210
25292,0,0,25709
25297,0,0,78290
25300,0,0,460509
25305,0,1,423169
25306,0,1,293958
25309,0,1,337787
25318,0,0,16436
25320,0,1,438982
25323,0,0,86946
25327,0,0,241378
25339,0,1,437918
25340,0,1,86438
25341,0,1,360026
25343,0,0,148610
25348,0,0,30298
25350,0,1,178728
25351,0,0,182539
25356,0,1,316368
25361,0,0,463428
25364,0,1,463964
25368,0,1,296375
25370,0,0,236861
25373,0,1,167603
25375,0,0,335545
25379,0,1,124049
25384,0,0,89887
25385,0,1,239820
25389,0,1,299567
25392,0,1,52293
25395,0,1,41974
25396,0,1,66528
25398,0,0,84376
25402,0,1,493223
25403,0,0,476806
25405,0,1,332638
25407,0,0,49913
25408,0,0,377631
25410,0,0,271678
25413,0,0,127895
25418,0,0,261754
25426,0,0,311604
25427,0,0,255987
25432,0,1,117002
25435,0,1,414178
25437,0,1,125683
25441,0,0,410011
25451,0,0,366921
25452,0,0,372297
25465,0,1,232855
25467,0,0,57443
25468,0,0,135483
25472,0,1,78515
25477,0,0,190383
25480,0,0,30540
25486,0,0,188165
25487,0,0,319959
25489,0,1,159435
25495,0,1,166037
25498,0,0,12915
25515,0,1,219664
25517,0,1,461123
25519,0,0,275449
25522,0,1,135637
25524,0,0,196191
25525,0,0,111563
25527,0,0,326775
25530,0,0,314160
25532,0,1,380894
25533,0,0,400018
25543,0,0,446839
25548,0,1,492220
25556,0,0,27435
25560,0,1,227408
25566,0,1,463162
25571,0,1,215160
25575,0,0,423615
25576,0,0,87727
25589,0,0,239908
25598,0,1,387942
25607,0,1,437989
25608,0,1,405154
25610,0,1,487245
25611,0,1,44920
25613,0,1,194141
25619,0,1,299876
25622,0,1,468526
25623,0,1,14698
25630,0,1,497603
25631,0,1,163818
25640,0,1,138171
25643,0,0,201404
25644,0,1,265084
25651,0,0,65508
25654,0,0,60515
25657,0,1,85296
25658,0,0,176069
25660,0,1,49952
25665,0,0,499036
25668,0,1,128967
25669,0,1,218376
25672,0,1,478491
25674,0,1,410867
25677,0,1,186309
25678,0,1,156700
25679,0,0,203286
25682,0,0,359882
25684,0,0,85691
25685,0,0,82430
25690,0,0,80084
25694,0,0,54095
25699,0,0,27755
25701,0,1,269260
25703,0,0,151695
25706,0,0,343812
25710,0,1,130771
25722,0,0,236880
25723,0,1,116678
25724,0,0,17093
25725,0,1,55236
25728,0,1,163328
25729,0,1,183125
25730,0,0,179293
25737,0,0,484043
25740,0,1,369335
25742,0,1,293349
25746,0,1,206260
25747,0,0,498993
25748,0,1,411776
25749,0,1,229266
25751,0,1,176122
25754,0,1,414380
25758,0,0,251844
25761,0,0,160222
25762,0,0,439049
25765,0,0,411715
25766,0,1,92115
25768,0,0,39439
25769,0,1,213095
25772,0,0,447441
25774,0,0,429751
25777,0,1,82763
25780,0,0,207073
25781,0,1,354267
25784,0,0,36804
25790,0,1,101174
25792,0,0,433252
25797,0,1,358652
25800,0,1,37395
25802,0,1,472474
25805,0,1,180339
25806,0,0,214230
25812,0,1,212306
25813,0,1,260667
25815,0,1,314917
25816,0,1,286291
25820,0,0,204205
25823,0,0,403050
25826,0,1,71342
25830,0,0,188914
25834,0,1,60062
25838,0,0,118541
25840,0,1,111220
25843,0,1,294705
25849,0,1,12933
25850,0,0,129945
25853,0,0,81015
25854,0,0,394256
25856,0,0,425520
25863,0,0,465503
25871,0,0,341880
25873,0,0,165782
25879,0,0,239495
25887,0,0,248084
25892,0,0,412155
25895,0,1,197050
25899,0,1,349385
25900,0,1,404993
25912,0,0,204888
25915,0,1,142760
25917,0,1,203860
25922,0,1,232990
25923,0,0,375393
25924,0,0,121599
25929,0,0,147100
25933,0,0,399739
25941,0,0,110190
25943,0,0,472408
25944,0,1,262463
25945,0,0,219596
25947,0,0,141328
25954,0,1,77526
25955,0,0,458062
25958,0,0,80291
25962,0,0,165945
25963,0,1,66510
25965,0,1,363357
25971,0,0,173170
25976,0,1,430210
25979,0,1,490576
25983,0,1,453006
25985,0,0,90945
25986,0,0,482519
25997,0,1,364519
25999,0,0,390995
26000,0,1,286830
26003,0,1,99550
26004,0,0,78305
26006,0,0,230058
26008,0,0,270305
26011,0,0,280895
26012,0,1,170223
26016,0,1,458609
26017,0,0,251973
26019,0,1,112898
26026,0,0,78508
26032,0,1,215342
26047,0,0,216574
26051,0,0,121602
26071,0,1,403475
26072,0,0,484116
26076,0,0,288739
26079,0,0,63821
26080,0,1,171065
26081,0,1,19197
26082,0,1,65467
26086,0,0,301857
26088,0,0,375425
26098,0,1,394781
26101,0,0,86727
26103,0,0,15789
26115,0,1,10200
26118,0,1,154693
26120,0,0,182435
26122,0,0,364755
26123,0,1,163662
26134,0,1,114643
26140,0,0,364254
26142,0,1,57763
26148,0,0,471071
26149,0,1,257119
26151,0,0,154342
26153,0,0,418751
26157,0,1,487862
26164,0,0,286264
26171,0,0,272657
26180,0,0,73986
26184,0,0,235221
26196,0,1,92172
26199,0,0,376544
